Recency,Frequency,Monetary
1,475,1544.62
53,931,1400.88
0,856,1005.55
18,571,1163.23
9,104,375.35
18,741,885.8
180,241,483.25
60,378,643.9
10,116,259.05
190,49,119.93
5,2842,3000.8
310,88,113.64
155,760,1837.92
110,869,383.34
148,765,2102.67
63,924,1942.45
98,178,514.62
246,398,1038.44
29,1006,2272.4
17,276,596.26
11,193,461.19
103,1135,1852.67
74,88,234.34000000000003
43,139,537.71
71,428,799.82
257,110,193.0
19,719,1307.81
253,117,316.25
11,143,279.05
164,489,636.51
18,1627,2022.81
149,95,129.2
50,210,321.92
38,70,162.8
26,711,1152.73
51,793,1047.43
207,299,463.38
175,139,340.93
7,1279,2362.84
25,92,139.56
50,62,123.8
311,159,538.8100000000001
301,233,457.47
42,1098,1957.32
26,496,808.44
88,117,356.85
64,119,190.31
19,1449,2307.14
3,2004,3543.26
47,308,673.26
17,2723,5772.49
17,704,1960.65
23,582,1352.88
22,129,268.05
11,772,1267.4099999999999
187,122,275.28
100,355,438.49
61,564,990.2
17,1110,2076.89
33,91,330.45
64,278,174.37
1,146,270.6
24,525,974.54
108,251,241.09
31,669,1843.83
8,2615,4150.07
2,2082,8477.53
37,278,364.21999999999997
60,325,578.61
25,1395,2862.11
236,284,932.85
24,2777,1812.6200000000001
2,1904,4023.95
59,1818,2831.7400000000002
259,39,170.95
57,120,355.56
64,155,388.25
15,428,537.48
9,411,952.66
58,641,1453.35
185,19,103.25
3,602,2945.22
24,1536,2004.3
4,1283,2482.86
3,2629,3953.9500000000003
150,256,652.8
311,136,289.24
10,389,757.37
18,106,186.23
151,90,164.22
19,493,859.27
10,1443,2279.4900000000002
57,122,312.54
64,0,0.0
7,1223,2174.18
75,1014,1080.76
3,1666,4682.92
95,1529,2923.77
110,800,1432.0
35,410,1524.46
1,79,227.39
280,94,217.21
3,1417,2775.39
179,528,1590.12
12,353,859.71
3,240,168.63
16,217,138.6
40,73,114.11
5,751,986.96
169,377,1020.06
50,91,157.05
227,236,134.16
18,747,1577.39
371,5,39.75
15,1228,1320.21
35,407,557.94
21,330,617.15
7,183,363.33
19,978,1740.6
11,566,866.24
44,189,221.97
305,125,393.33000000000004
10,168,213.96
274,400,660.0
1,5932,11486.6
15,6966,9793.1
4,437,1785.15
72,7026,601.56
242,104,406.08000000000004
9,259,508.59
239,145,379.51
204,188,393.28000000000003
1,987,1765.76
184,146,320.58000000000004
32,404,862.12
57,162,225.85
185,330,848.48
8,1387,2757.07
311,-5,-21.85
91,272,671.96
4,374,935.46
50,622,1006.98
262,96,114.56
266,96,344.90000000000003
36,241,609.85
50,166,443.6
52,1428,2952.34
15,823,2024.45
21,90,110.46
58,76,96.12
170,755,668.61
9,252,780.46
156,381,597.09
1,196556,278778.02
201,91,236.04000000000002
4,1004,1402.59
67,343,653.75
77,53,114.18
1,944,1916.7
3,1088,1930.15
169,120,291.05
17,465,838.27
5,47,247.15
8,1183,2456.53
86,228,285.74
26,35,107.95
28,578,741.37
19,465,636.24
60,500,1258.38
24,155,179.95
10,5315,9160.79
241,770,1259.24
280,326,392.86
234,454,765.55
3,1004,1736.4
16,336,596.36
31,2498,2543.2400000000002
25,12473,26917.34
71,76,498.95
187,80,52.0
25,821,1201.51
106,470,628.38
7,3185,5055.61
208,76,112.8
44,160,341.96
30,707,2114.33
137,255,582.05
264,34,172.9
4,1626,2070.97
218,181,188.60999999999999
1,602,1217.27
214,77,109.13000000000001
32,1314,2195.1
10,898,2462.94
1,1429,3210.29
14,183,318.17
19,1035,1461.6200000000001
2,615,1096.67
15,2482,4911.14
14,375,599.48
10,954,2809.02
29,315,917.07
9,1611,2660.1
24,229,160.19
24,521,867.38
43,495,307.51
1,1024,1571.89
5,219,663.81
147,118,180.42000000000002
10,671,1120.66
24,588,655.58
274,62,268.58
373,197,313.49
1,1078,1897.57
47,256,380.02
8,1402,2686.34
9,3725,9451.54
3,2159,5792.6900000000005
3,345,1164.55
39,576,1289.94
2,3817,3899.1
191,729,1423.21
11,841,1400.34
16,624,1073.53
112,1020,1167.16
247,82,294.3
29,1193,1318.85
43,260,389.64
87,211,563.15
44,486,638.05
9,2217,4965.38
15,416,738.96
75,160,420.5
144,419,1484.06
4,569,1625.97
294,28,53.8
58,118,255.9
263,341,300.52
43,175,250.55
29,135,254.11
8,1323,2423.07
17,34,139.5
2,7208,10382.18
232,490,876.42
112,82,139.26
58,1174,1011.9
51,2688,2195.58
4,-9,-17.45
127,306,730.86
280,84,386.15
54,310,447.68
319,114,200.10000000000002
26,237,289.99
10,84,77.4
7,421,679.4399999999999
28,116,197.64
16,699,745.06
63,0,0.0
4,88,214.14
2,669,1272.11
166,17,131.45000000000002
1,5908,7790.95
52,150,173.74
51,146,157.7
47,3623,4228.39
61,173,189.34
162,370,845.55
8,121,353.27
15,114,546.4
75,330,193.39000000000001
39,2028,2277.8
40,1015,2085.33
369,66,152.88
36,744,778.5
197,5,271.85
200,653,1010.34
73,324,657.8
64,109,272.07
21,253,507.29
366,20,48.800000000000004
180,88,321.43
10,525,1127.71
3,989,2221.01
196,2172,2139.76
29,414,644.65
53,163,188.03
17,731,1698.35
10,43,99.44999999999999
89,1430,1641.2
267,31,62.85
53,1778,3295.76
35,1146,2456.8
63,1833,3189.81
148,120,309.4
21,5656,7904.28
311,285,278.15
23,325,511.35
58,1747,2836.69
8,81,463.05
78,1810,2730.09
119,267,645.65
36,711,1290.53
59,455,1165.65
12,669,1352.04
8,230,168.62
52,117,125.79
25,772,841.1999999999999
29,132,266.76
7,108,52.2
10,6568,14160.95
185,327,701.33
3,1399,2939.64
3,548,717.7
261,119,327.25
3,179,501.28000000000003
210,168,519.68
9,555,1457.67
12,799,1476.09
77,364,675.59
19,316,255.4
26,158,589.7
18,789,756.64
131,724,765.3199999999999
252,160,364.8
79,1100,1862.0
207,184,369.2
336,90,135.9
253,51,125.65
148,505,554.38
9,799,1237.8500000000001
85,265,655.75
7,4823,11020.26
204,279,468.77000000000004
7,468,1366.38
23,989,1194.11
11,659,1414.99
21,209,314.11
21,1486,2729.18
2,1985,1025.44
154,274,599.9
3,1686,3478.85
74,132,277.8
2,221,389.86
1,76823,128768.24
16,971,867.85
35,1743,1227.43
85,105,258.83
70,1132,1264.84
115,675,1610.15
212,509,977.77
30,953,1316.07
50,418,749.1
245,64,310.05
32,136,223.88
108,1160,2362.96
4,414,864.6800000000001
365,79,313.53
72,1041,1888.84
297,935,1784.71
9,4083,8117.42
56,483,1617.63
29,2801,5842.95
14,22,100.9
72,178,275.82
23,661,1066.57
8,135,361.25
79,311,311.69
46,3295,7912.79
25,224,285.67
12,117,294.85
253,34,58.49
147,128,483.72999999999996
59,491,684.97
8,221,221.27
10,3692,7006.58
270,44,126.7
9,1159,1472.34
247,143,206.21
96,363,596.09
14,179,183.02
49,140,463.8
30,127,147.59
68,250,1592.06
35,639,1097.98
128,28,114.77
107,369,1314.45
37,37,89.94
57,380,279.94
57,228,749.86
72,523,1921.3700000000001
246,97,102.12
19,58,202.37
198,256,292.01
15,128,326.4
211,141,334.54
38,102,231.98000000000002
46,1102,540.98
170,258,414.87
47,218,490.52
115,862,1641.76
147,622,1220.38
15,4186,6158.84
51,285,475.43
159,69,156.91
12,639,1259.43
35,184,308.94
53,225,405.04
43,149,257.67
172,76,170.04
33,63,125.58
38,188,456.26
266,150,252.81
8,801,1829.23
11,527,852.39
3,2810,6661.91
9,902,1636.43
33,184,361.96
80,225,464.2
30,563,1051.95
8,459,627.13
71,372,518.28
4,400,653.19
256,2668,4464.1
4,1667,2538.23
15,2402,4243.21
89,245,252.73000000000002
72,316,429.56
43,182,645.84
9,9113,19638.59
170,103,179.93
199,30,135.93
31,300,537.0
19,2776,7563.88
151,106,633.66
9,3227,4921.71
269,222,343.62
65,180,377.52
273,63,121.17000000000002
25,1176,1682.77
23,1010,1383.3600000000001
319,79,207.73000000000002
4,984,693.95
12,198,302.1
275,668,1489.5
25,1054,2102.54
40,602,1325.82
8,256,293.0
3,28638,54250.34
71,763,987.86
213,56,370.79999999999995
37,1355,3135.98
31,279,760.59
78,954,1744.76
46,364,553.36
179,520,1109.53
93,269,982.07
9,277,612.43
105,431,735.67
77,447,773.03
172,571,880.85
7,5069,9623.35
212,388,893.66
22,188,487.35
256,38,88.2
281,470,306.94
21,457,1140.27
10,1359,2420.84
308,208,381.32
53,343,476.96
215,135,457.81
18,3733,4410.14
103,1077,1364.7
42,120,219.39000000000001
4,170,248.08
182,61,39619.5
84,343,410.48
330,58,635.1
8,239,310.03
31,329,703.36
166,633,968.64
18,1211,2298.93
17,1144,1407.73
311,162,260.0
141,488,1150.75
240,127,463.75
23,241,973.2
29,710,1567.48
9,2319,3339.12
30,3096,2760.56
18,157,340.11
17,648,1352.75
14,1947,1550.13
245,88,266.4
129,292,343.82
50,199,457.72
85,788,1612.13
7,1195,2199.31
22,233,184.19
25,5991,11117.05
65,251,406.53
60,1327,1423.25
50,1794,3447.4
169,197,330.11
18,679,977.9300000000001
127,680,982.42
14,887,1387.99
233,41,127.15
2,775,1282.45
239,208,178.96
52,1567,2350.0
46,365,498.74
225,150,259.45
8,3026,6530.04
4,756,1194.73
164,1459,1313.66
218,363,608.65
10,187,301.29
133,128,520.8000000000001
17,3617,5280.83
9,2694,4684.24
31,198,329.25
74,85,224.73
1,597,961.49
3,2243,1879.84
45,198,401.40000000000003
1,11394,18573.68
357,84,158.16
18,186,304.47
68,351,824.58
373,160,487.75
320,65,158.8
25,52,106.56
324,190,1034.5
8,1610,1609.05
322,145,135.75
71,454,224.14
260,30,40.5
18,1907,2186.2
367,36,87.5
66,543,684.53
154,253,622.85
29,199,402.2
70,666,310.62
14,215,411.41
1,1868,4655.08
1,6035,15802.14
119,918,1044.32
60,144,499.32
3,5648,7521.17
8,453,656.44
92,120,193.64
59,396,1268.7
78,962,927.84
25,1753,1827.8
357,258,316.58
85,378,653.24
10,162,420.29999999999995
1,314,867.62
225,228,331.18
60,240,894.4100000000001
239,33,88.94999999999999
318,270,325.05
1,1254,1661.44
44,211,615.99
87,28,96.6
10,3329,5756.89
176,45,305.75
51,1377,1758.92
366,25,114.1
318,440,585.0
225,98,454.90000000000003
358,150,310.48
234,226,409.40000000000003
310,71,154.41
36,750,1219.4
66,2252,3376.96
239,351,429.6
113,686,612.06
276,196,197.0
217,1324,2247.51
298,269,321.05
1,1071,1412.32
29,689,1056.54
10,591,764.34
44,1361,1685.57
66,1814,1723.59
74,185,316.68
65,405,631.57
134,1784,2515.84
238,247,514.15
122,160,356.0
31,3557,6657.36
9,6084,10327.11
36,522,740.78
16,864,915.3
127,275,300.36
66,489,890.85
148,55,98.45
281,45,232.14999999999998
168,142,623.16
100,861,1780.77
135,270,254.82
323,73,178.95000000000002
106,89,156.51
64,265,393.74
151,612,1506.1200000000001
338,18,119.3
22,944,1717.36
23,26,408.8
15,1459,2298.2
7,1246,2472.09
57,310,721.94
4,619,716.57
31,497,609.19
66,61,128.63
46,205,255.89999999999998
354,185,277.40999999999997
172,154,113.12
58,1193,2239.9500000000003
49,55,240.55
22,432,485.24
43,775,2306.52
29,996,935.1
4,4430,7788.7699999999995
25,2073,4551.51
201,55,178.39
44,1757,3610.31
10,290,635.04
2,2752,3774.1
67,2942,3901.0
64,292,496.44
50,2744,5007.72
290,248,574.02
60,100,680.3
64,810,1174.35
95,37,205.3
270,173,302.27
0,37673,59284.19
75,513,921.1
199,313,327.97
64,838,551.54
3,642,312.62
283,175,204.5
44,326,267.13
49,1164,2663.48
64,365,602.97
103,231,161.74
333,386,311.71
52,116,208.75
35,480,1007.5
32,1312,714.96
366,652,1661.06
208,344,1028.56
156,272,347.87
53,79,170.22
66,414,557.57
80,812,2020.52
116,276,391.76
87,84,364.5
0,106,476.58
35,78,367.69
332,144,252.42000000000002
366,130,201.60000000000002
72,84,158.04
158,321,463.90999999999997
373,51,115.65
12,721,1836.69
254,341,770.12
29,45,277.05
31,1643,2718.03
4,6928,8235.65
39,223,427.93
361,336,418.92
241,143,318.05
95,493,913.19
25,759,1549.17
75,621,602.51
57,1055,1867.69
21,230,446.94000000000005
40,828,2360.55
137,2924,2007.3999999999999
8,475,2192.11
128,126,168.0
40,615,1221.56
169,2293,3631.8900000000003
8,374,1682.3600000000001
213,171,596.85
14,4003,5927.86
169,593,635.76
40,161,316.88
186,446,394.14
270,88,140.54
4,1265,1515.73
16,150,231.86
9,910,2183.54
325,17,107.45
112,122,288.18
289,20,94.0
16,767,1339.63
1,611,815.77
92,360,666.7
148,693,626.35
189,193,349.1
18,236,426.61
33,552,1046.74
264,106,267.18
84,1200,3450.84
26,527,1336.43
171,108,190.53
9,442,759.9000000000001
313,551,559.61
64,2089,3974.37
85,284,508.8
24,230,135.86
58,500,950.36
323,38,97.7
38,101,43.5
254,554,383.34
19,645,1386.58
33,967,1430.54
15,102,93.78
26,369,364.90000000000003
23,65,171.19
79,399,417.87
8,638,997.48
22,54,149.29
12,574,1067.75
262,79,200.16
131,59,156.57999999999998
54,197,383.68
248,120,594.0
1,1636,3188.84
9,759,1411.21
264,58,113.5
330,85,155.17
312,232,494.64
26,810,971.22
30,376,429.84
29,280,528.48
1,837,1371.77
362,86,179.1
283,633,434.59000000000003
262,132,237.07
25,156,161.64
354,107,214.26
94,172,234.6
29,106,126.14
338,348,1044.65
19,1217,6945.0199999999995
85,246,334.53
9,306,511.88
35,150,438.46
43,150,504.5
2,256,454.48
113,251,371.56
14,552,1465.2
77,319,454.10999999999996
40,575,1399.92
116,303,905.5
15,2981,6353.52
161,291,225.26
1,3134,3559.21
30,1281,2564.5
22,593,1090.03
95,1623,3075.85
28,483,659.4599999999999
32,546,1918.86
21,1139,1280.58
17,622,1259.7
2,6090,13252.55
8,572,1131.56
15,3825,5548.58
362,70,141.04
81,33,52.83
52,2348,3497.14
22,842,972.08
171,160,475.86
189,440,1000.27
11,269,900.53
155,68,121.0
31,5545,14520.08
12,1761,2907.45
44,27,62.43
233,293,267.03
64,1253,1897.75
1,314,343.5
36,1675,2699.65
32,572,397.99
84,132,412.01000000000005
2,383,716.97
33,24,148.44
18,988,2411.68
254,123,229.33
22,3447,3932.6
21,938,1497.31
8,1085,1972.39
25,500,1490.98
19,256,746.92
173,121,426.4
163,29,110.92
7,410,538.46
11,200,213.3
114,49,85.13000000000001
288,86,127.86
8,3105,3542.51
54,162,288.96999999999997
7,3999,4910.6
77,681,1640.21
4,295,575.63
36,218,436.06
217,60,90.12
60,449,428.93
277,74,217.2
12,4369,4745.75
24,236,279.77
28,213,468.91
11,256,722.74
8,1430,1310.69
50,60,173.16
18,223,186.01
2,461,758.29
103,666,1375.71
7,2054,4093.27
11,264,650.4300000000001
4,1213,2533.42
31,354,583.24
177,332,675.64
37,394,921.37
151,89,258.88
162,52,127.1
68,117,327.6
156,280,717.4300000000001
24,453,682.9100000000001
23,311,718.36
176,320,455.3
50,312,913.6800000000001
252,242,456.58
46,354,388.58
70,60,199.8
15,982,1767.53
100,548,1343.34
29,276,315.71999999999997
35,156,235.68
26,718,761.74
11,4978,6745.36
8,999,1102.3700000000001
78,96,48.480000000000004
52,159,216.39
36,441,1198.23
57,720,2422.64
336,202,104.76
28,714,1093.68
182,145,270.03000000000003
51,66,112.46000000000001
9,496,1547.39
36,51,180.15
10,5493,10360.04
32,427,747.03
10,136,336.40000000000003
50,899,1524.4
4,463,1158.77
3,1552,3224.53
141,125,301.03
116,357,588.13
100,1166,1504.56
74,766,675.8
4,1882,2865.64
45,799,1180.4
15,2049,3147.31
17,99,243.55
89,284,724.76
52,128,223.36
301,-52,-94.0
134,323,425.32
4,6538,12336.74
105,1562,1887.2
179,242,647.4
166,550,803.54
18,255,611.59
157,388,425.14000000000004
204,211,584.75
336,192,816.0
36,479,646.3
91,208,337.74
92,1200,877.4399999999999
9,474,907.53
233,319,511.32
45,343,748.5
190,232,958.9
43,111,306.45
25,1037,1552.01
317,236,309.8
106,106,138.14
50,141,358.63
168,1654,2222.21
39,240,301.32
40,339,677.69
296,91,173.05
18,1679,2605.4900000000002
88,1451,2726.23
73,1075,1744.02
81,527,323.69
9,2230,3309.09
49,319,657.23
52,184,352.7
24,1170,781.28
9,952,1333.68
18,556,946.36
117,131,193.75
8,1308,2981.5
119,84,254.1
4,408,239.76
252,72,136.8
28,138,191.04
0,1664,6408.6
266,212,409.98
33,1009,2619.11
17,113,309.65
172,328,664.03
2,912,1529.0
264,66,211.5
140,1028,2293.62
201,62,143.1
59,305,1001.8100000000001
35,594,916.98
40,1208,3200.73
283,121,133.25
9,486,1072.3600000000001
143,149,346.75
11,186,330.03000000000003
145,738,1101.1100000000001
234,70,150.3
32,2716,5026.77
24,281,598.73
11,388,471.40000000000003
35,1018,2169.86
364,73,190.7
201,72,212.3
15,221,415.25
16,3063,5159.06
49,-34,-134.8
198,24,62.0
65,683,1108.38
212,215,294.12
282,62,162.3
114,346,1339.45
14,583,1106.21
18,2967,4788.77
66,472,449.12
49,152,154.88
16,214,775.96
77,120,34.8
8,412,1071.24
134,130,182.96
12,466,946.64
40,50,144.36
235,9014,21535.9
2,1776,2448.8
39,1955,2618.15
50,197,455.67
1,1397,2318.88
61,241,528.01
65,491,714.42
24,47,205.25
218,60,253.04
65,251,583.75
31,268,1048.67
81,2036,3245.47
64,170,315.06
115,244,621.8299999999999
7,27660,51823.72
5,311,635.6800000000001
68,87,270.8
245,68,104.9
133,138,241.62
241,375,1021.61
183,220,475.28000000000003
25,178,333.56
9,863,2593.94
10,212,246.3
29,1594,2303.75
43,3307,4821.0
26,534,933.26
358,438,351.3
10,113,218.75
43,730,1604.44
9,552,948.96
149,581,610.01
1,858,2704.6600000000003
113,872,2192.4
75,955,884.14
107,332,696.89
46,562,1042.19
51,290,415.82000000000005
0,2513,3848.55
23,3317,5411.87
46,602,784.58
50,430,903.9
306,1303,3641.07
35,251,399.21
78,737,1145.43
17,1061,2171.32
107,922,1801.14
207,603,1303.9099999999999
3,1247,1842.73
63,1856,2100.6
49,1357,1905.45
319,128,206.98
44,202,570.96
3,375,885.47
337,-282,-811.86
172,220,532.94
51,962,1649.3600000000001
73,843,1648.54
99,996,636.14
29,409,547.7
58,1084,740.64
254,465,836.79
70,955,2073.8
44,439,954.09
45,24,117.47
64,189,391.98
11,9008,33362.28
25,670,1020.74
58,394,345.66
64,926,1209.1
303,27,118.95000000000002
46,134,130.73999999999998
17,1918,3650.87
38,449,389.27
19,298,234.88
186,48,160.71
51,135,110.8
4,926,2969.12
136,470,712.24
4,10799,15928.48
18,308,297.0
15,1163,1427.57
40,437,965.16
12,2527,2981.92
8,585,832.88
25,19,68.84
22,1044,1769.7800000000002
40,368,895.13
101,124,211.89
5,2037,3788.75
277,175,149.64
32,333,351.44
14,187,316.25
63,2506,4330.67
1,243,437.83
369,178,299.03
312,199,438.24
198,254,493.08000000000004
2,223,396.48
93,109,349.35
60,147,181.09
79,51,135.6
156,200,400.77
226,417,509.13
253,163,257.6
149,94,179.17
194,223,208.59
1,565,1379.63
368,39,56.25
23,216,337.28
16,372,349.75
9,2409,5126.34
8,84,164.68
19,538,1521.79
3,477,881.87
173,98,191.94
0,1013,1228.88
178,185,264.62
16,747,1466.01
247,42,123.1
190,153,334.23
19,385,525.69
154,94,163.55
172,162,323.03000000000003
372,136,363.6
372,122,127.08
194,93,207.15
67,139,426.63
4,2311,2461.85
21,885,1107.46
239,114,108.03999999999999
64,73,145.35
112,240,404.58
89,4724,6087.26
133,232,337.44
276,50,325.1
365,52,181.0
82,898,1708.24
8,567,955.24
16,284,364.72
1,712,1684.46
1,306,669.57
33,391,781.91
15,884,1632.4299999999998
24,2124,4389.81
31,211,428.89
74,33,104.35
19,298,470.76
17,434,808.87
23,205,397.68
2,120,582.9
303,116,314.1
17,1716,4194.9
235,87,99.77000000000002
39,2256,3429.55
84,243,371.01
165,275,427.64
17,1016,1054.73
77,888,1098.78
88,1560,2398.86
24,1866,3408.48
22,886,1465.12
2,1805,2759.93
123,836,1037.42
30,268,168.12
12,1533,1432.77
19,180,156.78
44,443,792.11
3,17,41.989999999999995
8,2022,2728.22
54,173,414.27
88,378,1016.6800000000001
36,2028,3074.42
2,5110,12393.7
29,1185,2735.37
12,280,578.71
211,84,101.4
47,1388,1693.81
23,323,478.78
22,366,972.11
245,202,392.4
8,2035,3352.96
35,799,1415.29
3,13942,33453.45
35,253,622.58
3,903,689.41
3,600,1440.06
47,102,211.88
39,190,408.90000000000003
1,1649,3450.2400000000002
16,487,851.01
260,255,602.63
46,358,719.81
12,377,245.75
29,338,439.65999999999997
43,243,236.09
91,1147,934.62
38,33687,60369.93
309,283,331.24
92,421,547.9
5,3506,8690.03
196,242,437.7
87,716,758.92
269,428,855.02
7,241,454.33000000000004
65,684,1313.55
30,1584,3166.4
22,733,1127.57
37,503,773.99
119,897,1340.7
85,143,243.69000000000003
40,763,1074.81
173,278,137.9
54,282,362.06
32,1793,1511.95
145,380,783.9
220,22,134.8
45,345,650.75
4,833,2140.2200000000003
65,641,1453.16
9,800,1153.62
260,262,335.32
365,228,367.14
16,935,1521.04
22,457,852.15
44,180,326.24
288,140,584.3199999999999
291,37,94.35
3,1363,2173.53
16,864,1352.0
81,104,176.6
56,1473,2799.42
100,908,1317.62
299,216,436.18
23,636,981.51
59,510,1119.31
154,154,315.06
98,602,779.36
11,633,1041.83
264,155,320.62
240,87,185.04999999999998
87,613,2005.63
50,434,731.9
9,738,1245.96
42,942,1842.14
7,558,1429.64
61,122,298.21
248,330,336.96
65,74,108.38
17,1176,3204.1600000000003
84,599,816.1
218,612,611.88
45,720,1320.95
143,574,195.73999999999998
183,176,161.38
170,43,135.75000000000003
9,994,1660.8799999999999
205,246,592.88
189,130,232.21
8,240,423.36
59,866,1294.14
57,576,854.66
73,1128,684.4200000000001
51,170,307.78
316,41,187.15
367,124,289.35
29,2125,6287.77
39,323,656.25
17,988,1880.22
51,1802,3506.54
3,8737,14305.66
21,357,603.69
262,209,517.55
59,440,709.38
18,330,635.41
52,728,708.18
88,238,620.4
249,422,535.34
3,917,2419.84
8,3072,3741.98
157,427,734.13
133,246,375.0
4,308,280.52
38,1004,1906.07
268,642,1829.04
49,1073,1824.23
8,1236,3002.2400000000002
15,344,644.24
281,236,348.2
64,1153,1009.4499999999999
1,2522,5309.83
252,4,37.4
225,92,441.59999999999997
17,432,802.53
10,1888,3770.6
8,1325,1822.97
50,1766,1880.4199999999998
59,24,73.2
95,787,1140.21
15,571,1406.57
126,651,1009.5500000000001
94,533,1037.59
50,95,331.95
138,94,197.9
60,99,215.83
100,5853,10217.48
73,152,305.54
72,3791,6617.65
67,113,338.71000000000004
64,560,1155.54
16,260,529.41
22,3008,3991.94
31,5004,6841.24
44,782,981.86
15,134,215.48
40,88,215.08
2,3204,4916.57
236,219,314.45
75,128,400.68
4,516,1068.8700000000001
3,1267,1821.52
360,191,365.27
58,261,589.15
23,218,384.18
30,512,751.03
54,272,537.0600000000001
25,140,394.38
44,333,664.26
88,1178,2247.62
1,7558,21076.3
81,153,542.77
19,241,681.19
78,48,159.0
170,420,1062.75
80,104,242.35
267,254,914.9300000000001
235,77,266.45000000000005
29,2077,3054.87
36,714,860.86
318,325,773.5500000000001
57,1116,1295.3
44,493,1096.32
203,192,255.12
219,88,308.32000000000005
87,318,1010.6
189,365,542.03
32,547,983.23
71,165,422.13
40,327,848.41
78,184,432.2
56,218,372.9
8,1634,3693.81
9,1443,2590.31
8,1968,3574.91
33,110,409.1
211,855,1522.75
23,1008,1352.3600000000001
170,182,114.56
61,78,152.94
52,950,1800.07
261,208,389.44
366,-158,-295.09
66,3233,3683.86
16,1760,2609.3
257,577,732.63
45,2994,5203.51
50,311,1035.45
17,301,728.54
360,-5,-31.65
9,2625,5323.15
73,398,861.89
71,532,617.65
353,688,1141.24
15,1022,1383.69
116,224,411.7
373,151,331.55
196,336,559.87
176,420,810.6000000000001
23,109,537.83
21,1044,1489.88
72,934,2062.06
339,114,168.3
5,1220,1529.81
31,535,812.68
169,298,142.5
117,188,280.9
8,978,2236.7400000000002
9,841,1328.55
249,181,278.55
22,198,598.2
107,134,212.82
25,2621,5305.83
138,256,361.21999999999997
213,471,602.27
37,8000,2560.0
91,465,686.67
17,394,616.26
3,165,274.15000000000003
330,75,226.37
64,1466,2755.56
119,890,1341.65
35,199,328.15
217,72,404.40000000000003
172,732,1038.46
72,78,230.70000000000002
1,231,326.75
128,270,408.59000000000003
44,164,510.54
5,662,3014.2200000000003
14,2524,3789.67
17,145,242.21
28,789,1572.8
7,32184,26626.8
36,87,151.05
157,94,214.79999999999998
284,21,94.05
107,486,534.31
24,1388,1959.38
75,157,322.41
16,175,328.58
158,18,101.10000000000001
44,288,565.46
11,341,847.45
32,799,1413.31
290,9,53.5
21,542,1100.47
332,90,153.9
17,300,494.44
3,2006,6675.71
63,150,395.8
197,92,210.32000000000002
33,246,658.88
1,1301,2024.95
7,1154,1460.3700000000001
4,2094,3349.57
9,418,891.21
32,314,627.29
53,52,109.36000000000001
11,279,705.79
17,504,1540.42
18,256,327.3
37,643,800.67
2,251,479.91
18,1026,1543.33
82,640,1301.91
33,158,355.73
66,236,458.78000000000003
8,686,965.47
267,1500,676.2
247,267,362.95
4,1408,2131.9
61,1428,1743.1499999999999
74,467,643.76
89,260,584.5
60,258,554.86
28,205,302.57
322,44,94.36
53,1229,1347.27
269,201,217.89
2,1526,2935.8
50,2317,1412.06
60,1472,1482.06
144,745,1631.15
19,245,406.21999999999997
94,172,303.93
1,3859,4063.19
264,146,293.45
302,103,161.04999999999998
70,157,443.05
302,187,167.25
18,116,154.35
12,1093,2079.68
36,1304,2022.98
19,131,211.7
53,63,135.99
56,148,262.2
21,27,126.25
44,178,200.27
26,656,1031.4
44,280,631.12
112,427,945.96
17,33584,34311.0
24,230,346.12
191,82,82.56
302,199,302.7
2,1215,1863.76
263,156,241.06
106,9,284.55
57,103,300.85
213,442,623.28
64,276,287.4
28,106,184.26
29,760,1511.8
5,463,798.35
7,2018,3640.67
67,173,381.2
1,443,609.3
46,406,645.72
33,111,230.51
0,2,2.8999999999941792
135,221,255.91
198,76,182.99
190,359,674.69
149,200,311.92
87,120,266.97
63,988,1841.18
99,1147,2158.18
218,140,208.36
2,2154,3482.7400000000002
28,876,811.23
177,48,142.92
64,12,102.0
21,1135,1383.7
19,952,1298.66
33,785,1595.96
74,31,74.9
23,260,625.42
51,521,747.82
274,141,223.95000000000002
164,195,314.86
7,882,1750.46
88,319,544.3
63,1415,2494.46
25,224,331.0
10,102,300.83
75,455,769.29
15,346,220.62
192,44,139.35
173,193,364.4
77,235,363.65
33,724,492.2
46,478,731.5
72,1113,1329.66
296,675,826.53
3,328,648.26
8,1091,1562.22
49,1396,2965.69
161,42,86.12
360,122,319.1
4,123,400.86
106,567,1421.43
25,510,465.88
31,576,777.6
19,42,90.30000000000001
296,64,363.7
372,92,248.1
21,401,916.33
4,407,874.59
52,826,1624.14
30,58,101.69999999999999
277,96,162.7
61,325,480.92
25,53,212.98
186,557,1036.6200000000001
1,4233,9295.67
2,6493,11895.57
171,106,290.36
81,106,228.06
3,171,244.41
190,198,455.25
22,915,1244.59
17,2016,6748.8
19,513,1014.19
5,356,593.75
107,249,538.17
2,477,1388.81
53,46,119.62
164,78,339.3
290,-303,-95.93
10,2294,4034.9
108,1526,2266.25
95,970,922.12
242,219,379.73
163,4595,5664.57
3,311,641.55
35,175,285.89
66,1890,3313.79
24,111,281.85
0,5346,8257.04
21,494,816.51
5,244,511.12
53,486,1077.74
364,46,173.7
15,361,614.01
194,996,865.6
3,93,124.2
8,2050,3622.95
3,1176,1285.22
127,530,999.7
73,354,648.41
71,416,451.44
155,122,70.44
113,164,313.62
373,111,233.45
80,635,908.03
248,95,463.95
232,71,225.15
71,368,459.24
68,41,213.5
